LONGNAME,YEAR,MONTH,RIDES,RIDERSHIP_ID
Union Pacific West Line,2006,10,648540,11
Union Pacific West Line,2006,9,624504,11
Union Pacific West Line,2006,8,680421,11
Union Pacific West Line,2006,7,675648,11
Union Pacific West Line,2006,6,656182,11
Union Pacific West Line,2006,5,622546,11
Union Pacific West Line,2006,4,595121,11
Union Pacific West Line,2006,3,599037,11
Union Pacific West Line,2006,2,536302,11
Union Pacific West Line,2006,1,609555,11
Union Pacific West Line,2007,12,626950,11
Union Pacific West Line,2007,11,669180,11
Union Pacific West Line,2007,10,701792,11
Union Pacific West Line,2007,9,662046,11
Union Pacific West Line,2007,8,692969,11
Union Pacific West Line,2007,7,729566,11
Union Pacific West Line,2007,6,693131,11
Union Pacific West Line,2007,5,669800,11
Union Pacific West Line,2007,4,631947,11
Union Pacific West Line,2007,3,634168,11
Union Pacific West Line,2007,2,593817,11
Union Pacific West Line,2007,1,622456,11
Union Pacific West Line,2008,12,609352,11
Union Pacific West Line,2008,11,632229,11
Union Pacific West Line,2008,10,707613,11
Union Pacific West Line,2008,9,694357,11
Union Pacific West Line,2008,8,715829,11
Union Pacific West Line,2008,7,764023,11
Union Pacific West Line,2008,6,714574,11
Union Pacific West Line,2008,5,684018,11
Union Pacific West Line,2008,4,660078,11
Union Pacific West Line,2008,3,629339,11
Union Pacific West Line,2008,2,593432,11
Union Pacific West Line,2008,1,765526,11
Union Pacific West Line,2009,12,592004,11
Union Pacific West Line,2009,11,622428,11
Union Pacific West Line,2009,10,634155,11
Union Pacific West Line,2009,9,639721,11
Union Pacific West Line,2009,8,648378,11
Union Pacific West Line,2009,7,712266,11
Union Pacific West Line,2009,6,660634,11
Union Pacific West Line,2009,5,619905,11
Union Pacific West Line,2009,4,615046,11
Union Pacific West Line,2009,3,606843,11
Union Pacific West Line,2009,2,582680,11
Union Pacific West Line,2009,1,626966,11
Union Pacific West Line,2010,12,621036,11
Union Pacific West Line,2010,11,645172,11
Union Pacific West Line,2010,10,658716,11
Union Pacific West Line,2010,9,659214,11
Union Pacific West Line,2010,8,697249,11
Union Pacific West Line,2010,7,700928,11
Union Pacific West Line,2010,6,717567,11
Union Pacific West Line,2010,5,648571,11
Union Pacific West Line,2010,4,643904,11
Union Pacific West Line,2010,3,607141,11
Union Pacific West Line,2010,2,581457,11
Union Pacific West Line,2010,1,596387,11
Union Pacific West Line,2011,12,635020,11
Union Pacific West Line,2011,11,675321,11
Union Pacific West Line,2011,10,694496,11
Union Pacific West Line,2011,9,685711,11
Union Pacific West Line,2011,8,728685,11
Union Pacific West Line,2011,7,692199,11
Union Pacific West Line,2011,6,712906,11
Union Pacific West Line,2011,5,657452,11
Union Pacific West Line,2011,4,646581,11
Union Pacific West Line,2011,3,635679,11
Union Pacific West Line,2011,2,567724,11
Union Pacific West Line,2011,1,617032,11
Union Pacific West Line,2012,12,621210,11
Union Pacific West Line,2012,11,674054,11
Union Pacific West Line,2012,10,701575,11
Union Pacific West Line,2012,9,662414,11
Union Pacific West Line,2012,8,708807,11
Union Pacific West Line,2012,7,691425,11
Union Pacific West Line,2012,6,693567,11
Union Pacific West Line,2012,5,657153,11
Union Pacific West Line,2012,4,657153,11
Union Pacific West Line,2012,3,673846,11
Union Pacific West Line,2012,2,624130,11
Union Pacific West Line,2012,1,644707,11
Union Pacific West Line,2013,12,670368,11
Union Pacific West Line,2013,11,675220,11
Union Pacific West Line,2013,10,716744,11
Union Pacific West Line,2013,9,700297,11
Union Pacific West Line,2013,8,725009,11
Union Pacific West Line,2013,7,743872,11
Union Pacific West Line,2013,6,715238,11
Union Pacific West Line,2013,5,694118,11
Union Pacific West Line,2013,4,676134,11
Union Pacific West Line,2013,3,671016,11
Union Pacific West Line,2013,2,629682,11
Union Pacific West Line,2013,1,633891,11
Union Pacific West Line,2014,12,690901,11
Union Pacific West Line,2014,11,677565,11
Union Pacific West Line,2014,10,735684,11
Union Pacific West Line,2014,9,726666,11
Union Pacific West Line,2014,8,728270,11
Union Pacific West Line,2014,7,756282,11
Union Pacific West Line,2014,6,746033,11
Union Pacific West Line,2014,5,702043,11
Union Pacific West Line,2014,4,694359,11
Union Pacific West Line,2014,3,682409,11
Union Pacific West Line,2014,2,641483,11
Union Pacific West Line,2014,1,641495,11
Union Pacific West Line,2015,12,668646.5,11
Union Pacific West Line,2015,11,674983.5,11
Union Pacific West Line,2015,10,706169,11
Union Pacific West Line,2015,9,707366,11
Union Pacific West Line,2015,8,739489,11
Union Pacific West Line,2015,7,749632,11
Union Pacific West Line,2015,6,752246.5,11
Union Pacific West Line,2015,5,676114,11
Union Pacific West Line,2015,4,680886,11
Union Pacific West Line,2015,3,694381,11
Union Pacific West Line,2015,2,635970.5,11
Union Pacific West Line,2015,1,681379.5,11
Union Pacific West Line,2016,12,657341.5,11
Union Pacific West Line,2016,11,727405.5,11
Union Pacific West Line,2016,10,714181,11
Union Pacific West Line,2016,9,704809,11
Union Pacific West Line,2016,8,715741,11
Union Pacific West Line,2016,7,750252,11
Union Pacific West Line,2016,6,740734.5,11
Union Pacific West Line,2016,5,693475,11
Union Pacific West Line,2016,4,669426,11
Union Pacific West Line,2016,3,688956,11
Union Pacific West Line,2016,2,642473,11
Union Pacific West Line,2016,1,668286,11
Union Pacific West Line,2017,12,643934,11
Union Pacific West Line,2017,11,685068.5,11
Union Pacific West Line,2017,10,711365.5,11
Union Pacific West Line,2017,9,693709,11
Union Pacific West Line,2017,8,762151.5,11
Union Pacific West Line,2017,7,718506.5,11
Union Pacific West Line,2017,6,741676,11
Union Pacific West Line,2017,5,700125,11
Union Pacific West Line,2017,4,665226.5,11
Union Pacific West Line,2017,3,677892,11
Union Pacific West Line,2017,2,621311,11
Union Pacific West Line,2017,1,712188.5,11
Union Pacific West Line,2018,12,620322.5,11
Union Pacific West Line,2018,11,668461,11
Union Pacific West Line,2018,10,717857.5,11
Union Pacific West Line,2018,9,679060.5,11
Union Pacific West Line,2018,8,734992.5,11
Union Pacific West Line,2018,7,716169.5,11
Union Pacific West Line,2018,6,712427.5,11
Union Pacific West Line,2018,5,685577.5,11
Union Pacific West Line,2018,4,651897,11
Union Pacific West Line,2018,3,654083,11
Union Pacific West Line,2018,2,594482.5,11
Union Pacific West Line,2018,1,704012.5,11
Union Pacific West Line,2019,12,624759.5,11
Union Pacific West Line,2019,11,639559.5,11
Union Pacific West Line,2019,10,681560,11
Union Pacific West Line,2019,9,659495.5,11
Union Pacific West Line,2019,8,694367.5,11
Union Pacific West Line,2019,7,702109,11
Union Pacific West Line,2019,6,683635,11
Union Pacific West Line,2019,5,669453,11
Union Pacific West Line,2019,4,664417,11
Union Pacific West Line,2019,3,637900.5,11
Union Pacific West Line,2019,2,605481,11
Union Pacific West Line,2019,1,620447,11
Union Pacific West Line,2020,12,53173,11
Union Pacific West Line,2020,11,53014,11
Union Pacific West Line,2020,10,70407,11
Union Pacific West Line,2020,9,68552,11
Union Pacific West Line,2020,8,65129,11
Union Pacific West Line,2020,7,59975,11
Union Pacific West Line,2020,6,39015,11
Union Pacific West Line,2020,5,22065,11
Union Pacific West Line,2020,4,17273,11
Union Pacific West Line,2020,3,256878.3,11
Union Pacific West Line,2020,2,608137,11
Union Pacific West Line,2020,1,632268,11
Union Pacific West Line,2021,12,148485.4,11
Union Pacific West Line,2021,11,172350.9,11
Union Pacific West Line,2021,10,170889.2,11
Union Pacific West Line,2021,9,162482.1,11
Union Pacific West Line,2021,8,166356.3,11
Union Pacific West Line,2021,7,175415.7,11
Union Pacific West Line,2021,6,134923.2,11
Union Pacific West Line,2021,5,101399,11
Union Pacific West Line,2021,4,77132,11
Union Pacific West Line,2021,3,74642,11
Union Pacific West Line,2021,2,50951,11
Union Pacific West Line,2021,1,51509,11
Union Pacific West Line,2022,12,196031.5,11
Union Pacific West Line,2022,11,227925.5,11
Union Pacific West Line,2022,10,234016.1,11
Union Pacific West Line,2022,9,235402.6,11
Union Pacific West Line,2022,8,243621,11
Union Pacific West Line,2022,7,230822.3,11
Union Pacific West Line,2022,6,230642.2,11
Union Pacific West Line,2022,5,198437.8,11
Union Pacific West Line,2022,4,192113.5,11
Union Pacific West Line,2022,3,189298.7,11
Union Pacific West Line,2022,2,129071.9,11
Union Pacific West Line,2022,1,101043.3,11
Union Pacific West Line,2023,12,252032.7,11
Union Pacific West Line,2023,11,288181.5,11
Union Pacific West Line,2023,10,314276.7,11
Union Pacific West Line,2023,9,292563.1,11
Union Pacific West Line,2023,8,327192.3,11
Union Pacific West Line,2023,7,283108.1,11
Union Pacific West Line,2023,6,299700,11
Union Pacific West Line,2023,5,285822.4,11
Union Pacific West Line,2023,4,245640.2,11
Union Pacific West Line,2023,3,260025.6,11
Union Pacific West Line,2023,2,208243.1,11
Union Pacific West Line,2023,1,228219.6,11
Union Pacific West Line,2024,9,324540.3,11
Union Pacific West Line,2024,8,316570.9,11
Union Pacific West Line,2024,7,340276.2,11
Union Pacific West Line,2024,6,320720.2,11
Union Pacific West Line,2024,5,327224.9,11
Union Pacific West Line,2024,4,308983.1,11
Union Pacific West Line,2024,3,286178.5,11
Union Pacific West Line,2024,2,268732.9,11
Union Pacific West Line,2024,1,265659.9,11
